term,prior_v1_category,proposed_v2_category,candidate_source,review_frequency,construct_definition,ambiguity_flag,alternate_categories,concordance_1,concordance_2,concordance_3,decision,reviewer_rationale,reviewer_status
refill_cask,oak_cask_wood,oak_cask_wood,v1,35,Wood and cask influence.,False,,t that together with some very fresh distillery character preserved by maturation in refill_cask.' interesting… price is just above the 10yo. colour: gold. nose: ah! this is obvious,ghe is a combination of spirit that ha been matured in american oak and european oak refill_cask in the traditional manner along with spirit that ha been filled into specially condi,"d in this case, it mean refill wood -> charred american oak hogshead -> european oak refill_cask. phew! please note that this is very different from blending whisky from three diffe",exclude_ambiguous,Excluded from primary instrument; context-dependent or ambiguous usage.,approved
resin,oak_cask_wood,oak_cask_wood,v1,462,Wood and cask influence.,False,,"ring on shoe polish, plus perfect note of melon and maybe pomegranate. a little pine resin as well, almond oil, marzipan… truly excellent. finish: rather long, complex, a litt","ow what that wa so i checked the web and found out that it's a blend of siam benzoin resin, balsam, balsam of tolu, balsam of peru, cape aloe leaf latex, myrrh tear and angeli","r oil come through. old car engine, rubber band, car polish, then more kumquat, pine resin… it's growing bigger over time but the smoke remains relatively subdued. unexpected",approve_primary,Approved for proposed primary construct.,approved
sandalwood,oak_cask_wood,oak_cask_wood,v1,369,Wood and cask influence.,False,,"ons_mirabelles_apricots_mangos_quinces_beeswax_wild strawberries_bergamot_candle wax_sandalwood… is that enough? with water: camphor, menthol and eucalyptus from the wood. and the","n, cured ham, blood orange, flower (peony, as often with sherry monster), chocolate, sandalwood, raspberry jelly, prune… what a maelstrom! with water: yeah yeah yeah, same kind of","fferent this time. much more on camphor, mint, patchouli, eucalyptus, walnut, humus, sandalwood, bergamot… in short, it's much more complex than all the one from the 1990s and it h",approve_primary,Approved for proposed primary construct.,approved
sawdust,oak_cask_wood,oak_cask_wood,v1,271,Wood and cask influence.,False,,"almond oil and marzipan, together with some wax polish and certainly quite some oak sawdust. lactones. it's only after quite a few minute that more fresh fruit come out, papaya","sier, much le luscious, rounded and sweet than expected. the oak's maybe a tad loud (sawdust, flour) and it just seems to block the 'inherent fruitiness', making the whole frank","m, vanilla, tangerine, sweet barley, hay, wormwood, menthol, eucalyptus and a little sawdust, then more sand and old paper. mouth: punchy, vanilla and fruits_driven spirit of pe",approve_primary,Approved for proposed primary construct.,approved
sherry_cask,oak_cask_wood,oak_cask_wood,v1,341,Wood and cask influence.,False,,"ine, anchovy, then more tangerine marmalade, maybe a little walnut liqueur (from the sherry_cask?) and lastly, sunflower oil. a lot of sunflower oil. finish: long and rich, richer t","interesting to taste a neighbouring sherry_cask, probably distilled on the very same day. colour: amber. nose: yawah! (hmm…) a wild","time, eucalyptus, spanish ham… it's all very great! you just cannot beat a great old sherry_cask, can you? mouth (neat): more powerful and hot than cask #717, le jammy again, and sp",exclude_ambiguous,Excluded from primary instrument; context-dependent or ambiguous usage.,approved
spicy,oak_cask_wood,oak_cask_wood,v1,890,Wood and cask influence.,False,,"then quite a lot of beef stock. old wine cellar. mouth (neat): a rich and extremely spicy attack, on peppered ham and then even more chestnut than in the nose. glazed chestnu","more spice! black pepper, a little green_tea, something mineral… finish: long, dry, spicy. clove and pepper in the aftertaste. comment: a wonderful kind of dry sherry, even i",", shoe polish, leather. mouth: ah yes. punchy, waxy, earthy, salty and just a little spicy (clove). then more lemon. finish: long, on pretty the same note. comment: no need fo",exclude_ambiguous,Excluded from primary instrument; context-dependent or ambiguous usage.,approved
tannin,oak_cask_wood,oak_cask_wood,v1,198,Wood and cask influence.,False,,"oak treatment. finish: right, the oak's a tad too loud now in my opinion, with green tannin that make it all a little biting. strong green_tea and chlorophyll. comment: i'd mak","after such nose. let's see. mouth: the oak's quite heavy here, there's a feeling of tannin, a lot of tobacco, black_tea, roasted chestnut… then more orange again and the lique","x than expected. lot of pleasure again. mouth: the oak's louder now, with some green tannin, strong tea and cocoa_powder. the good news is that the roundness behind the oak is",approve_primary,Approved for proposed primary construct.,approved
toast,oak_cask_wood,oak_cask_wood,v1,139,Wood and cask influence.,False,,"range one indeed. maybe a tad flat at first sip, with also something slightly burnt (toast) and then more and more brine, the spirit starting to have the upper hand but withou","hat's quite striking at first nosing is the unexpected smokiness. okay, rather burnt toast… then more mirabelle jam, honeycomb, quince, kumquat and grand_marnier, before some","altiness that never stop growing. good body at 40% vol. finish: medium long, more on toast and caramel. a little liquorice and more gingerbread in the aftertaste. also gentian",approve_primary,Approved for proposed primary construct.,approved
toasty,oak_cask_wood,oak_cask_wood,v1,41,Wood and cask influence.,False,,"aybe, peat. don't get me wrong, it's not smoky whisky as such but, well, it's pretty toasty. with water: more lemon juice this time, tart apple juice, dry white wine (we had ri","aby should be around 10-12 year of age. colour: gold. nose: wonderful coffee_ish and toasty nose, very fragrant, with load of raisin and the most wonderful whiff of struck matc","nilla, and no more 'deviant' note. mouth (neat): very rich, very creamy, roasted and toasty, with a lot of coffee and strong honey, then plum cake and cloves/ginger. christmas,",approve_primary,Approved for proposed primary construct.,approved
vanilla,oak_cask_wood,oak_cask_wood,v1,1618,Wood and cask influence.,False,,"y chiselled profile that reminds me a bit of the new official ten, minus the heavier vanilla/oak. all good. finish: quite long, with more salt again, brine, lemon and a honeyed","in barley_sugar and lemon squash, with something eau_de_vie_ish. slivovitz? touch of vanilla, maybe a little tinned litchi. with water: same plus a little ginger tonic. or specu","fruit salad yet again, with an interesting spiciness. cinnamon and nutmeg, then more vanilla fudge. nice, fresh and full_bodied without being heavy. with water: same plus note o",approve_primary,Approved for proposed primary construct.,approved
wood,oak_cask_wood,oak_cask_wood,v1,2328,Wood and cask influence.,False,,"and coffee as well as whiff of pencil_shavings and bacon, with a growing smokiness (wood and coal but not peat). garden bonfire. also smoked ham… and then 'cask strength' es","ur. go on with the expected note of prune and dark_chocolate, then touch of polished wood (sandal? cedar?) and a good deal of pepper, clove and caraway. finish: very long bec",ak in the aftertaste. comment: simply very good quality aberlour from refill bourbon wood. very drinkable.,approve_primary,Approved for proposed primary construct.,approved
woody,oak_cask_wood,oak_cask_wood,v1,95,Wood and cask influence.,False,,"ady had in the 1989 roaring in the background. gentian. develops on all thing finely woody, that is to say cigar box, sandalwood, freshly sawn oak, with whiff of rose and lily","expected. green_tea, crème de menthe (do you know get35?) finish: long, heavy, quite woody now. more strong tea and liquorice wood. comment: hard to tell. some part are brilli","d, very sexy. i'd swear the old cask had a lot too say, even if it wa probably quite woody (which may have become an asset to the vatting while that might have been 'too much'",approve_primary,Approved for proposed primary construct.,approved
austere,texture_body,texture_body,v1,516,Mouthfeel and bodily texture.,False,,"ess. finish: medium long and perfectly bitter and salty. comment: i like this pretty austere style, that's shared with springbank these day in my opinion, although clynelish tas","', as it's a brand new label/brand. colour: very pale white wine. nose: another very austere and very 'naked' one - no, no oxymoron -, all on paraffin, fresh butter, grass, soap","together with a flintiness that never stop growing. great note of hazelnut oil. very austere, in fact, and once again, the palate could be so_so with such a nose but first, let'",approve_primary,Approved for proposed primary construct.,approved
buttery,texture_body,texture_body,v1,205,Mouthfeel and bodily texture.,False,,"colour: gold. nose: ahem. hello? actually lighter than the mosstowie, buttery, with some indistinct whiff of sherry flying around. also a little parmesan… quite b","ather candied version of laphroaig, that verge on white rum at time. it's also a tad buttery and pretty porridgy i must say. more and more note of horse sweat and cow stable. du","colour: straw. nose: hot and powerful, seemingly a little buttery and quite mentholated, but that may be the effect of the very high strength. with wa",approve_primary,Approved for proposed primary construct.,approved
chewy,texture_body,texture_body,v1,22,Mouthfeel and bodily texture.,False,,"is very unusual. amazingly vanilla_ed and caramelly, with just a little peat_smoke. chewy toffee, werther's original… any coastal and medicinal note that should be hidden the",", rather light and elegant. the oak remained rather shy, hurray. mouth: juicy fruit, chewy fruit salad sweet, then a little more greenness from the oak. green_tea. remains fre","rather minimal. mouth: sooty lemon, ash, smoked thing, brine, a touch of honeydew, a chewy mouth feel. green apple peeling, walnut, some mustard, quite a lot of nutmeg… it's a",approve_primary,Approved for proposed primary construct.,approved
clean,texture_body,texture_body,v1,1100,Mouthfeel and bodily texture.,False,,"honeyed aftertaste… comment: very perfect youngish bruichladdich, nervous and ultra_clean.","agganmores around are from refill hoggy. colour: full amber. nose: a straight, ultra_clean dry oloroso style, far from the style of the mortlach. plenty of dark_chocolate, the","ter: work in favour of the fruit, not of the oak, which is great news. finish: long, clean, fruity, with just the right amount of oak at this point. mint in the aftertaste. co",exclude_ambiguous,Excluded from primary instrument; context-dependent or ambiguous usage.,approved
coating,texture_body,texture_body,v1,77,Mouthfeel and bodily texture.,False,,"ar?) and a good deal of pepper, clove and caraway. finish: very long because it's so coating and oily. great note of herb, mint, parsley, tarragon… and even touch of strawberry","juicy rich pipe_tobacco and quite a lot of sweet liquorice. excellent. finish: long, coating, rich, with more spice but it's never drying. comment: it's rich sherry but the bala","th a little cinnamon, clove and star anise. luminous, i'd say. finish: long, creamy, coating and… honeyish. comment: wa that distilled mead? and isn't it funny that we're so clo",approve_primary,Approved for proposed primary construct.,approved
creamy,texture_body,texture_body,v1,433,Mouthfeel and bodily texture.,False,,"passion_fruit, then note of butter cream that match the nose. with water: excellent, creamy and fruity, somewhat tropical (pina colada). where's the distillery again? finish: q","with more emphasis on the honeyed note. honeycomb and a few mint leaf. mouth (neat): creamy, rich, fruity, like many other oldish bottlings from the same era at cadenhead's. it","ed_up with a little cinnamon, clove and star anise. luminous, i'd say. finish: long, creamy, coating and… honeyish. comment: wa that distilled mead? and isn't it funny that we'",exclude_ambiguous,Excluded from primary instrument; context-dependent or ambiguous usage.,approved
crisp,texture_body,texture_body,v1,200,Mouthfeel and bodily texture.,False,,"from wemyss' latest batch. colour: pale white wine. nose: yes! a crisp, uncomplicated but totally accomplished youngish coal ila from a shy cask that let t","er ode to 40% whisky, it's almost a miracle in fact. stunning herbal note, with some crisp, loud note of lemongrass and coriander, which make the whole taste a bit like some t","tty different. with water: more leaf, mushroom, humus… garden bonfire. mouth (neat): crisp, big, ultra_zesty and jammy at the same time. litre of orange marmalade, then corian",exclude_ambiguous,Excluded from primary instrument; context-dependent or ambiguous usage.,approved
delicate,texture_body,texture_body,v1,357,Mouthfeel and bodily texture.,False,,"mal. mind you, 42 year! having said that, it's absolutely not oaky and everything is delicate and very elegant. it's like opening an old wardrobe where mum (or grandma) used to s","st nosing, with a kind of resinous brine in the background. it's all rather soft and delicate, a little old style. then more soot and ash but it remains soft and peaceful, so to","herry in my opinion, even if some aspect may come from the opitz cask, such as these delicate mushroomy note, the tinned litchi and, indeed, the juicy sultana. in fact, it doe gi",exclude_ambiguous,Excluded from primary instrument; context-dependent or ambiguous usage.,approved
dry,texture_body,texture_body,v1,1525,Mouthfeel and bodily texture.,False,,"l tell us more. mouth: all right, maybe rather around 45/46%, but what a superb half_dry, half_orangey attack, on something like liquorice infused in orange liqueur. go on w","ores around are from refill hoggy. colour: full amber. nose: a straight, ultra_clean dry oloroso style, far from the style of the mortlach. plenty of dark_chocolate, then ra","and caramel sauce… finish: medium long, with more and more 'sweetish oak'. it's not dry oak, it's a kind of, like i said, sweet oak. or rather a blend of herbal tea with a",exclude_ambiguous,Excluded from primary instrument; context-dependent or ambiguous usage.,approved
fat,texture_body,texture_body,v1,533,Mouthfeel and bodily texture.,False,,"e part of it vibrancy, so to speak. despite a rather low strength. so worth some big fat in my book, which is a lot in this context since i try to never take the whisky's 'p",", almost thick, extremely citrusy, very nervous, waxy of course, peppery… it's a big fat baby but it hasn't lost any of it inherent elegance (what?), quite the contrary. i m","e impériale (some kind of tangerine liqueur) plus some tar and liquorice. what a big fat spirit! with water: yet again, water doe wonder. the bitter herb remain but the smok",exclude_ambiguous,Excluded from primary instrument; context-dependent or ambiguous usage.,approved
full,texture_body,texture_body,v1,1592,Mouthfeel and bodily texture.,False,,"lour: deep amber. nose: oh my! it's one of these old_style 'genuine' sherry monster, full of dried_fruit, spice and wax. to the brim! it's also magnificently mineral and oily","that's great as most other indie cragganmores around are from refill hoggy. colour: full amber. nose: a straight, ultra_clean dry oloroso style, far from the style of the mo","taste but this baby is quite new, so let's have it first if you don't mind. colour: full gold. nose: yes. you need more? dandelions_mirabelles_apricots_mangos_quinces_beeswa",exclude_ambiguous,Excluded from primary instrument; context-dependent or ambiguous usage.,approved
heavy,texture_body,texture_body,v1,599,Mouthfeel and bodily texture.,False,,"ss. we're not too far from those famous port charlotte ex_sherry bloodtub, minus the heavy peat - but a peatiness there is. finish: long and fruitier. blood orange. bitterer i","tlach. plenty of dark_chocolate, then rather clove and blackberry jam plus prune and heavy demerara rum. i like, as they say on facebook. with water: as often, it's the herbal","namon and nutmeg, then more vanilla fudge. nice, fresh and full_bodied without being heavy. with water: same plus note of orange. ginger, white pepper. finish: medium long, sw",exclude_ambiguous,Excluded from primary instrument; context-dependent or ambiguous usage.,approved
hot,texture_body,texture_body,v1,335,Mouthfeel and bodily texture.,False,,", gunflint, chocolate, leather and tobacco, both lit and unlit. great. mouth (neat): hot but bearable and once again, this little baby is very coherent. rich, smoky of cours","u just cannot beat a great old sherry_cask, can you? mouth (neat): more powerful and hot than cask #717, le jammy again, and spicier and more peppery. quite a lot of ginger","know glanzol?) and motor oil. then more humus, new leather, humidor, cigarette pack, hot chocolate, then rather eucalyptus and camphor, mint liqueur (peppermint), after eigh",exclude_ambiguous,Excluded from primary instrument; context-dependent or ambiguous usage.,approved
lean,texture_body,texture_body,v1,125,Mouthfeel and bodily texture.,False,,"ed sourdough. i these slightly fermentary and grassy characteristic underpinned by a lean citrus streak, very refreshing. the sweetness remains quite natural too with more sw","na bread follows on although globally it actually start to feel like quite a dry and lean sherry style. mouth: syrupy fruit liqueur of the strawberry, orange and banana kind","ttle rancio, some fresh manzanilla and a big whack of peat and green olive. mouth: a lean and salty beast at first! big note of salted almond, kipper, black olive in brine an",exclude_ambiguous,Excluded from primary instrument; context-dependent or ambiguous usage.,approved
light,texture_body,texture_body,v1,1548,Mouthfeel and bodily texture.,False,,"th: a slight fizzy/gingery side at first sip, followed by apple jelly, pear drop and light 'breakfast' honey. acacia? the funny fizziness vanishes after one or two minute. als","first_fill sherry and such a light colour? a little strange… colour: straw. nose: it's a le zesty version, with rather","a micro_bottling, almost devillish… colour: white wine. nose: it's a rather light nose, slightly sappy at first nosing, with also note of white wine (riesling) and mo",exclude_ambiguous,Excluded from primary instrument; context-dependent or ambiguous usage.,approved
oily,texture_body,texture_body,v1,812,Mouthfeel and bodily texture.,False,,"full of dried_fruit, spice and wax. to the brim! it's also magnificently mineral and oily, with these whiff of old_style motor oil and then an endless development on leather","uder. with water: a faint earthiness, very nice. fresh mint. mouth (neat): fresh and oily, with probably a bigger personality than both in the glenlivet and in the glen moray","surprising earthiness at first sip, with a lot of liquorice and bitter cough syrup. oily mouth feel. go on with more mint and passion_fruit, then note of butter cream that m",approve_primary,Approved for proposed primary construct.,approved
rich,texture_body,texture_body,v1,637,Mouthfeel and bodily texture.,False,,"plus rock and clay, then quite a lot of beef stock. old wine cellar. mouth (neat): a rich and extremely spicy attack, on peppered ham and then even more chestnut than in the","t. mouth (neat): hot but bearable and once again, this little baby is very coherent. rich, smoky of course, chocolaty, with prune and armagnac in the background. quite amazin","e emphasis on the honeyed note. honeycomb and a few mint leaf. mouth (neat): creamy, rich, fruity, like many other oldish bottlings from the same era at cadenhead's. it must",exclude_ambiguous,Excluded from primary instrument; context-dependent or ambiguous usage.,approved
round,texture_body,texture_body,v1,174,Mouthfeel and bodily texture.,False,,"is time, as if the rum had annihilated that side. funny! finish: medium long, rather round and candied. a little more lemon in the aftertaste. comment: a nice variant, that wo","a moderate smokiness. mouth (neat): ah yes, this work greatly. start with some sweet round vanilla and touch of pink grapefruit (more than touch, actually, there's plenty) and",". mouth (neat): perfect, just perfect. smoke and limejuice - or is it the other way 'round? add to that oyster, the flintiest sancerre and black pepper plus chilli and you get",approve_primary,Approved for proposed primary construct.,approved
sharp,texture_body,texture_body,v1,599,Mouthfeel and bodily texture.,False,,"sh and fresh walnut. not even sure about the walnut. maybe a little marzipan? mouth: sharp, narrow and… perfect. a feeling of peat_smoke, wax, lemon skin, cider apple and brin","easant. finish: better. candied citron, lime and ginger tonic. comment: an unusually sharp glenfiddich, saved by citrus. it may have been quite a gamble to bottle this 22 year","han expected, including mint, camphor and eucalyptus, vicks_style. behind that, some sharp and pretty beautiful whiff of citron and grapefruit that give it a great nervousness",exclude_ambiguous,Excluded from primary instrument; context-dependent or ambiguous usage.,approved
silky,texture_body,texture_body,v1,42,Mouthfeel and bodily texture.,False,,"as lily). mouth (neat): superb! it's very much alike the 1970, only smoother, almost silky despite the power. yellow chartreuse, fig, cough medicine, rose water, beeswax… in f","maybe caraway seed, nutmeg… but other than that, it's the same fresh and even rather silky kind of fruitiness. no sign of over_aging whatsoever. finish: pretty long, honeyed a","l_fruit (maybe banana and mango). oh yes, passion_fruit, definitely. mouth: the most silky and polished oakiness, with very little tannicity and dryingness, coat the same kind",approve_primary,Approved for proposed primary construct.,approved
smooth,texture_body,texture_body,v1,115,Mouthfeel and bodily texture.,False,,"ome salted anchovy in the aftertaste. comment: a complex and very drinkable version, smooth but not smoothish (excuse me?) i think it's just excellent.","ittle vanilla fudge. good grassy/malty structure underneath. finish: rather long, le smooth and rounded, with the grassy side coming more to the front. apple peeling. comment:","colour: gold. nose: it's one of those smooth, fruity, easy, honeyed cragganmores (well, speysiders). stewed apple and pear, a few",approve_primary,Approved for proposed primary construct.,approved
soft,texture_body,texture_body,v1,934,Mouthfeel and bodily texture.,False,,fruit juice this time. and barley wine? very briny aftertaste. comment: a relatively soft caol ila at very high strength - and with high brine content. a pretty moderate peat,"very first nosing, with a kind of resinous brine in the background. it's all rather soft and delicate, a little old style. then more soot and ash but it remains soft and pea","onachs…). with water: perfect again, with more passion_fruit and mango (chutney) and soft spice. these hint of curry again. finish: long, extremely well balanced, very lively",approve_primary,Approved for proposed primary construct.,approved
spirity,texture_body,texture_body,v1,107,Mouthfeel and bodily texture.,False,,", this is completely different from the recent one. sharper, more restless, a little spirity (so much for obe), developing more on pear spirit and maybe a little antiseptic and",olding more on sweet (pear) and a little chlorophyll. remains very grassy and rather spirity all along (tutti_frutti spirit). also funny note of cress - i like cress a lot! fini,"ar nose for sure, very curious about the palate now… mouth: start a little roughish, spirity, and just as much on orchard_fruit as many other speysiders from refill wood. apple,",approve_primary,Approved for proposed primary construct.,approved
syrupy,texture_body,texture_body,v1,304,Mouthfeel and bodily texture.,False,,"the vanilla come out even more, together with a little tea. mouth (neat): thick and syrupy, with much more sweet american oak than in the nose this time. vanilla crème, lemon","slightly rubbery zest. mouth (neat): akin to the 1994. thick, fruity, liqueurish and syrupy. orange and lemon liqueur and a little chlorophyll (are those tannin?) with water: r","epper, sweet apple and more pepper. ginger liqueur. with water: it became pleasantly syrupy. barley water, orgeat, cane syrup, limoncello… very quaffable, very clean. finish: r",approve_primary,Approved for proposed primary construct.,approved
thick,texture_body,texture_body,v1,439,Mouthfeel and bodily texture.,False,,"ico, leather and walnut liqueur, with also touch of bacon. mouth (neat): ultra_rich, thick, concentrated sherry. walnut, dried_fig, prune, quince jelly and again that feeling","ry jelly, cherry (guignolet) and 'strong' fig (arrak). it's powerful but not really 'thick' despite a loud cask. with water: fall back into line, with more dried_fruit and ova","sappy and resinous thing… great old style, complex. mouth (neat): same feeling, it's thick and rich without being heavy. white pepper and tinned pineapple, orange and litchi,",approve_primary,Approved for proposed primary construct.,approved
thin,texture_body,texture_body,v1,167,Mouthfeel and bodily texture.,False,,"t's almost as if this wa bottled a long time ago. maybe a tad dry, in fact, slightly thin in the middle but otherwise everything's there, orange, honey, café latte, earl_grey","en ashier after a while. not much body ad almost no oomph in fact. finish: short and thin, but pleasantly resinous/sappy. cough lozenge? amusing touch of spicy mushroom in th",", touch of cherry and watermelon and a little grass. light body but it isn't exactly thin. finish: not long (right, rather short) but clean and even more on apple and pear ju",approve_primary,Approved for proposed primary construct.,approved
velvety,texture_body,texture_body,v1,10,Mouthfeel and bodily texture.,False,,"exquisitely. mouth: the peat is louder here but also deep and outrageously silky. a velvety sheen of gorse, wildflower, ointment, orange_peel, earth, smoked oat and mint jelly.","tar liqueur. it's surprisingly fat, emphatic and rich on the palate given the abv. a velvety, verging on oily, mouthfeel. becomes increasingly meaty with note of beef stock, hea","dollop of meat stock and toasted fennel seed as well. superb! with water: turmeric, velvety earthiness, bitter chocolate, praline, nutmeg and cocoa. really great with water now",exclude_infrequent,Excluded; review frequency below minimum threshold.,approved
waxy,texture_body,texture_body,v1,848,Mouthfeel and bodily texture.,False,,", not rotten egg of course. mouth: excellent, very 'clynelish', big whisky, mineral, waxy and lemony, with all thing salty and coastal in the background. a slight feeling of","colour: white wine. nose: clean, maritime, waxy young clynelish. humus, brine, hay, shoe polish, leather. mouth: ah yes. punchy, wax","fficult. let's check this recent one… colour: white wine. nose: same raw, flinty and waxy profile as the 1998 that we just had. and just as much shoe polish and walnut skin.",approve_primary,Approved for proposed primary construct.,approved
wet,texture_body,texture_body,v1,594,Mouthfeel and bodily texture.,False,,"s often, it's the herbal side that come out, with parsley like in the mortlach, hay, wet leaf, leather polish… mouth (neat): super excellent ultra_classic sherry monster, be","sh herb and almost_phenolic note. a little soot, touch of camphor, linseed oil… also wet gravel, clay… classy spirit for sure. mouth: excellent, with these phenolic note yet","y, with whiff of flower (peony and violet), grass and paraffin. then a little yeast, wet rock, candle wax and touch of lemon squash. greatly un_sexy, if you see what i mean,",exclude_ambiguous,Excluded from primary instrument; context-dependent or ambiguous usage.,approved
barley,mineral_earth_farmy,mineral_earth_farmy,v1,1665,"Mineral, earth, grain, and agricultural descriptors.",False,,"e 'fullness' here. it's classic 'natural' speyside in the background, with apple and barley, but there's an additional layer of fresh herb and almost_phenolic note. a little so",colour: straw. nose: plain and pure apple juice with just a little barley. then more cornflakes and a slight flintiness. more straightforward than this doesn',"the 70s, but this ha more oomph and more depth, even if it's all very naked. apple, barley, orange, touch of yogurt, muesli, gooseberry and then a little chalk… narrow but qui",exclude_ambiguous,Excluded from primary instrument; context-dependent or ambiguous usage.,approved
barnyard,mineral_earth_farmy,mineral_earth_farmy,v1,15,"Mineral, earth, grain, and agricultural descriptors.",True,mineral_earth_farmy;flaws_off_notes,"in brine… water should wake it up! with water: it's rather the barley that come out, barnyard, kiln, porridge… so let's call it 'a shy young bowmore'. mouth: not sleeping at all","and, well, dundery smell. so a funny nose, rather unorthodox, with growing whiff of barnyard that make it even wilder. with water: rounder, with note of sugarcane syrup. mouth (","ker's yeast. very young indeed, but you get used to this. with water: more porridge, barnyard, wet wool… very young! mouth (neat): strong, clean, rather fat, sweet, barleyish mal",exclude_infrequent,Excluded; review frequency below minimum threshold.,approved
biscuit,mineral_earth_farmy,mineral_earth_farmy,v1,246,"Mineral, earth, grain, and agricultural descriptors.",False,,"ery fine but it hate water. i think ben nevus never quite like water, which take the biscuit when you know where the distillery is located ;-).","similar again but it's rather a fatter version, with more butter, cake and vanilla. biscuit straight from the oven, cashew, then indeed, a lot of lemon cake and hint of fresh w","et like a blend of lemon juice and seawater, i'd say. sweet peat, lemon curd, salted biscuit, salted liquorice, smoked salmon... having said that, it's not a very tarry one. bar",exclude_ambiguous,Excluded from primary instrument; context-dependent or ambiguous usage.,approved
bread,mineral_earth_farmy,mineral_earth_farmy,v1,1188,"Mineral, earth, grain, and agricultural descriptors.",False,,"x. very mashy in fact, we're close to some beer, with a little caramel, yeast, sweet bread, then more apple and lemon… i like this. with water: very good now. sweet barley, sw",": quite raw and very close to the grain, with a lot of porridge, oatcake and various bread (cornbread?) as well as a little mead. it's not often that we're as close as that to","k (and why not? clam if you like), seaweed and the expected ash. also a little burnt bread but again, that may come from the high strength. with water: it's the raw barley tha",exclude_ambiguous,Excluded from primary instrument; context-dependent or ambiguous usage.,approved
cereal,mineral_earth_farmy,mineral_earth_farmy,v1,549,"Mineral, earth, grain, and agricultural descriptors.",False,,"but not unpleasant so far… with water: it's the yeastiness that grew bigger. boiled cereal, bread and barley_sugar. mouth (neat): pleasant citrusy and herbal attack but it all","of the very high strength. with water: more butter and even yoghurt, muesli, boiled cereal… and a moderate smokiness. mouth (neat): ah yes, this work greatly. start with some",". smoked pear juice plus something tequila_ish (white tequila of course) over boiled cereal and mashed potatoe. frankly, it's a nice nose but i think we're closer to unaged spi",approve_primary,Approved for proposed primary construct.,approved
chalk,mineral_earth_farmy,mineral_earth_farmy,v1,1242,"Mineral, earth, grain, and agricultural descriptors.",False,,"naked. apple, barley, orange, touch of yogurt, muesli, gooseberry and then a little chalk… narrow but quite powerful. with water: same. touch of dill, then more raw barley. m","t be different… colour: straw. nose: nah, it's got these strange note of plastic and chalk that weren't utterly nice (while more recent official have been so much more to my l","r at first nosing, more on overripe apple and quite some cider, while these whiff of chalk and paraffin (verging on motor oil) are well there as well. then, just like in the '",approve_primary,Approved for proposed primary construct.,approved
clay,mineral_earth_farmy,mineral_earth_farmy,v1,464,"Mineral, earth, grain, and agricultural descriptors.",False,,"gamey profile. with water: becomes more herbal, on parsley and chive, plus rock and clay, then quite a lot of beef stock. old wine cellar. mouth (neat): a rich and extremely","almost_phenolic note. a little soot, touch of camphor, linseed oil… also wet gravel, clay… classy spirit for sure. mouth: excellent, with these phenolic note yet again, borde","n more smoke and motor oil. in fact, it's frankly peaty. also whiff of fresh cement, clay, candle, green_tea, 'new toy' (new chinese plastic) - you have to like that but i do",approve_primary,Approved for proposed primary construct.,approved
cracker,mineral_earth_farmy,mineral_earth_farmy,v1,34,"Mineral, earth, grain, and agricultural descriptors.",False,,"elon! comment: i'm sure the rubber in the nose came from a lack of ageing. this is a cracker, i hope they'll issue some well_aged ardlair one day.","used to be a kind of sub_brand by signatory vintage for some market. and there were cracker. colour: gold. nose: it is a much more mineral bruichladdich, more austere, with whi","nd roquefort cheese. very small portion of course, but really! there are even pepper cracker. what's great is that the fruit combine extremely well with those flavour. finish: r",approve_primary,Approved for proposed primary construct.,approved
damp,mineral_earth_farmy,mineral_earth_farmy,v1,584,"Mineral, earth, grain, and agricultural descriptors.",False,,"traw. nose: extremely grassy, to the point where it's a little unpleasant. also some damp cardboard, note of burnt plastic, rubber… well, rather unpleasant indeed. mouth: sta","remover (after all those year!) and then a little dust, wet_cardboard, metal polish, damp earth… maybe this baby is damaged, the palate will tell us for sure… although i get","nosing, just_distilled artisanal kirsch and williams pear, feint and then quite some damp earth. musty! mouth: kirsch again, slivovitz, barley_sugar and once again something",approve_primary,Approved for proposed primary construct.,approved
earth,mineral_earth_farmy,mineral_earth_farmy,v1,1002,"Mineral, earth, grain, and agricultural descriptors.",False,,"er (after all those year!) and then a little dust, wet_cardboard, metal polish, damp earth… maybe this baby is damaged, the palate will tell us for sure… although i get nice n","ply the most complex and richest kind of raisiny sherry_matured malt one can find on earth. in other word, an avalanche of fruitcake, fig, date, sultana, dried banana and even",". the chlorophyll is well there, together with several dried herb (tea) and touch of earth and leaf. but i hear you, is there any mint? yes there is, even if it's more spearmi",approve_primary,Approved for proposed primary construct.,approved
farmy,mineral_earth_farmy,mineral_earth_farmy,v1,158,"Mineral, earth, grain, and agricultural descriptors.",False,,"yster and just touch of grey pepper and lemon grass. with water: as usual, bowmore's farmy side come out with water. farmyard, hay… mouth (neat): wonderful sweet peat. smoky t","nd. with water: warning, water kind of kill the fruitiness and rather let grassy and farmy note take the lead. only a little grapefruit remains there, and that just last. mout","thuja wood, new leather… quite spectacular. with water: get more mineral instead of farmy. mouth (neat): creamy, rich, earthy, rooty, citrusy, very peaty and very beautiful.",approve_primary,Approved for proposed primary construct.,approved
